condition,layer,token_slot,mean_logprob,std_logprob,mean_prob,std_prob,count
caption,2,vision_half2,-11.538436670303344,0.916874005296836,1.4120597786361078e-05,1.221415935316689e-05,100
caption,3,A_content,-12.651380500793458,0.9668155342254918,5.345579817556518e-06,7.11642058845429e-06,100
caption,3,B_content,-12.894739608764649,0.9782099072974536,4.249289027027976e-06,5.7839279199074086e-06,100
caption,3,none,-12.70918966293335,0.9686701972269942,4.915394525729765e-06,6.063197807580943e-06,100
caption,3,user,-12.88479863166809,1.1335026278193694,4.9926028722481126e-06,7.481441704349122e-06,100
caption,3,user_text,-12.943765840530396,1.105703743172684,4.857480401891866e-06,8.658375546044135e-06,100
caption,3,vision,-12.581300601959228,0.9766371627000155,5.547589156584927e-06,6.534959886513076e-06,100
caption,3,vision_half1,-12.706541814804076,0.9655608927575671,4.884725250377989e-06,5.894973962713868e-06,100
caption,3,vision_half2,-12.712183465957642,0.9670111796710471,4.852371406582769e-06,5.797428286109941e-06,100
caption,4,A_content,-12.818723764419556,1.1646980173969896,5.357430807225289e-06,7.87883477159761e-06,100
caption,4,B_content,-13.227141599655152,1.1556378436554287,3.5806162396009718e-06,5.516485002488144e-06,100
caption,4,none,-12.952183618545533,1.1449479254583232,4.59230614574939e-06,6.7275137491338144e-06,100
caption,4,user,-13.483159904479981,1.2857314038740033,3.2261497170937993e-06,5.608078863918122e-06,100
caption,4,user_text,-13.402094888687134,1.303097658538237,3.86747934173874e-06,8.171746766497787e-06,100
caption,4,vision,-12.84728416442871,1.12250261147178,4.8420669156364726e-06,6.3535211422341945e-06,100
caption,4,vision_half1,-12.89370367050171,1.1313603027536188,4.784620043654216e-06,6.862862371441552e-06,100
caption,4,vision_half2,-12.916990413665772,1.1334969219440212,4.649067484826149e-06,6.5267199845818525e-06,100
caption,5,A_content,-11.727622547149657,1.1680936788898602,1.5024313003830585e-05,1.817003137000819e-05,100
caption,5,B_content,-11.862814054489135,1.1629655085712869,1.3145209868913813e-05,1.57848578326444e-05,100
caption,5,none,-11.620153894424439,1.1439964390821686,1.6202533276511788e-05,1.85143221951761e-05,100
